,names,reviews,ratings,date
3959,T A T A,رائععع !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!,Rated 5 stars out of five stars,"May 29, 2022"
3960,NARENDRA AYDIN HAKIM,😍😍😍😍😍😍👍👍👍👍👍,Rated 5 stars out of five stars,"June 7, 2022"
3961,خبير التقييم,ياشباب عرفت حل المشكلة غير لغة الجوال للانجليزي وسجل الدخول بعدين غيرها,Rated 3 stars out of five stars,"May 26, 2022"
3962,NATTHARAT AUTO,ทำไมกล้องใช้ไม่ได้อะอนุญาตแล้วนะ,Rated 1 stars out of five stars,"May 20, 2022"
3963,billie jk7,سئ مره فتحت التطبيق ما اقدر اصور,Rated 1 stars out of five stars,"May 20, 2022"
3964,ياسر العنزي,يتاخر في رمز التحقق,Rated 1 stars out of five stars,"May 29, 2022"
3965,عايشة الحريصي,متى يوصل التحدث الجديد,Rated 1 stars out of five stars,"May 19, 2022"
3966,Nancy Llarena,hindi makareceive ng code,Rated 1 stars out of five stars,"May 20, 2022"
3967,Noor alaswad,الكاميرا بتعلق ما بتصور,Rated 2 stars out of five stars,"May 23, 2022"
3968,Faith Han,soo cute,Rated 5 stars out of five stars,"May 21, 2022"
3969,Lex Aloe,💛🤍💜🖤,Rated 5 stars out of five stars,"May 20, 2022"
3970,Shaima K,❤️‍🔥,Rated 5 stars out of five stars,"May 27, 2022"
3971,Motiejus Dirma,Biski uzpisa,Rated 4 stars out of five stars,"June 7, 2022"
3972,LEEN 74,بعد ماسجلت وضفت ناس مايصور عندي اتمنى تحلون السبب!!!!!!!!!!!؟؟؟!!؟!؟!؟!؟!؟!؟!؟!؟!؟!؟!؟!؟!؟!؟!؟!؟؟؟؟؟!؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!؟؟؟!!!؟؟؟؟؟؟؟؟!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!؟؟!؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟!؟!.؟؟؟؟.!؟؟...؟؟!!!؟!!!؟!؟!؟!؟!؟!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!؛؛!!!!!!؟؟؟؟!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!؟؟!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!اتمنى الردددددددددد ضروووري!!!,Rated 1 stars out of five stars,"May 26, 2022"
3973,ظافر الشهري,ههههههههههههههه مرحبا مرحبا مرحبا,Rated 5 stars out of five stars,"May 27, 2022"
3974,Neil Christian Bathan,Update???,Rated 4 stars out of five stars,"May 20, 2022"
3975,Mays Sahari,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,Rated 5 stars out of five stars,"May 26, 2022"
3976,Aki hiro,💚💚,Rated 5 stars out of five stars,"May 22, 2022"
3977,Gebby Granger,pilih kasih gak bisa androit,Rated 1 stars out of five stars,"May 15, 2022"
3978,Lamya,لازم تغيرو لغت الجوال ل الانجليزي رح يضبط معكم,Rated 5 stars out of five stars,"May 15, 2022"
3979,Gala _alsaleh,مره حلو الي عنده مشكله يخلي جواله انجليزي,Rated 5 stars out of five stars,"May 20, 2022"
3980,Alk,يخي سووه نكدر نصور بدون منضيف احد.,Rated 5 stars out of five stars,"May 15, 2022"
3981,jevnoi _,so cool,Rated 5 stars out of five stars,"May 22, 2022"
3982,Sarah Alghamdi,Hangs alot,Rated 1 stars out of five stars,"May 20, 2022"
3983,lionardo,"bom, porém seria bom receber as foros separadas por cada contato, e nao todas juntas num mesmo rolo de câmera.",Rated 4 stars out of five stars,"May 12, 2022"
3984,Riim,Finally working 😫,Rated 5 stars out of five stars,"May 13, 2022"
3985,Kais Jackson,Dumb,Rated 1 stars out of five stars,"May 13, 2022"
3986,Min sooli,I lovet🛸💖,Rated 5 stars out of five stars,"May 13, 2022"
3987,aryamkh223,🫶🏻✨,Rated 5 stars out of five stars,"May 14, 2022"
3988,Joudy Metwally,يجنن,Rated 5 stars out of five stars,"May 18, 2022"
3989,Khanza Aqila,kurangnya ga bisa up foto dari galeri :(,Rated 5 stars out of five stars,"May 12, 2022"
3990,Patty Piazza,Brilliant!,Rated 5 stars out of five stars,"May 11, 2022"
3991,Eliza Ch,It's fun,Rated 5 stars out of five stars,"May 11, 2022"
3992,klxab,Its working 💪,Rated 5 stars out of five stars,"May 10, 2022"
3993,Dina,اطتيهسميذنذو,Rated 5 stars out of five stars,"May 21, 2022"
3994,Isabelle Erardo,TANGINA NIYO HINDI NAG SESEND NG CODE SA PHONE NUMBER KO. Pero great app lol 🤭,Rated 3 stars out of five stars,"May 7, 2022"
3995,muath,الكود ما ينرسل تطبيق فاشل,Rated 1 stars out of five stars,"May 7, 2022"
3996,Patricia Delos Santos,paki pm ng code tnx,Rated 1 stars out of five stars,"May 7, 2022"
3997,Shatha,معلق ما يرسل الكود على الرقم,Rated 1 stars out of five stars,"May 6, 2022"
3998,Lil,حل المشكله مع اجهزه اندرويد التطبيق لايعمل,Rated 1 stars out of five stars,"May 7, 2022"
3999,Amin Hamza,الكثير من الأخطاء والقلتشات لم أتمكن من استخدام التطبيق ارجو حل المشكله,Rated 1 stars out of five stars,"May 5, 2022"
4000,Tasneem SU,البرنامج ما يشتغل هذا التحديث الثالث مدري اكثر وللحين مشكلة ارسال الكود مو راضية تتصلح,Rated 1 stars out of five stars,"May 3, 2022"
4001,Valentina Grisales,Se me trabó y ya no me dejó mandar más fotos o dejar ver las que me mandaban.,Rated 1 stars out of five stars,"May 10, 2022"
4002,Saleh Ali,تطبيق غبي ورسايل الدخول ما تاصلني,Rated 1 stars out of five stars,"May 5, 2022"
4003,Retaj Mohammed,Gorgeous 🖤,Rated 5 stars out of five stars,"May 10, 2022"
4004,Melcovits Robert,Great app 👍,Rated 5 stars out of five stars,"May 5, 2022"
4005,KILINA PARK,Cool,Rated 5 stars out of five stars,"May 6, 2022"
4006,Mirah,ما يشتغل,Rated 1 stars out of five stars,"May 4, 2022"
4007,julia Tracz,Ight innit,Rated 3 stars out of five stars,"May 10, 2022"
4008,Army للابد,مايدخلني الزقق,Rated 1 stars out of five stars,"May 5, 2022"
4009,Alex salva,واو,Rated 5 stars out of five stars,"May 27, 2022"
4010,Flash Gaming,مع الشعب!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Rated 5 stars out of five stars,"May 9, 2022"
4011,reeem reeem,مايشتغل,Rated 1 stars out of five stars,"May 9, 2022"
4012,c9ll 1,ياخي طفشت صلحوه وشذا الحظ,Rated 1 stars out of five stars,"April 30, 2022"
4013,SOHILA Hewehy,هو البرنامج ده عبيط ولا انتو منزلينه بايظ,Rated 1 stars out of five stars,"May 1, 2022"
4014,FATIMA,ما يرضى يسجل دخول للي جوالاتهم أندرويد ملييتتت من ذا الوضع مدري ليه داااييمممم التطبيقات يفضلون الايفون ليهه الظلمم!!!!!!؟؟؟؟؟,Rated 1 stars out of five stars,"May 1, 2022"
4015,Esra Hamza,Great!,Rated 4 stars out of five stars,"May 1, 2022"
4016,R,يقهر م يفتح,Rated 1 stars out of five stars,"April 30, 2022"
4017,Mu'az,Cannot use,Rated 1 stars out of five stars,"April 30, 2022"
4018,NDA,ما يشتغل ابدا,Rated 1 stars out of five stars,"April 30, 2022"
4019,Amer,so beautiful,Rated 5 stars out of five stars,"May 1, 2022"
4020,نادية الصيعري,يقولي طلبات كثيرههه😢😢😢,Rated 1 stars out of five stars,"May 1, 2022"
4021,Emre Zengin,çok güzel uygulama ama benim arkadaşım yok,Rated 5 stars out of five stars,"April 28, 2022"
4022,Olya Franta,"Не могу даже войти, выдает ошибку при долгой обработке(",Rated 3 stars out of five stars,"April 22, 2022"
4023,Dzakwan Atha Sina,Bagus tp masi banyak bug,Rated 5 stars out of five stars,"May 2, 2022"
4024,shaden omar,ما يشتغل عندي يقول في مشكلة في النت,Rated 2 stars out of five stars,"April 28, 2022"
4025,Zainal abidin Zaianas,Tok baruk bagus dan terbaik.,Rated 5 stars out of five stars,"April 26, 2022"
4026,Farah,مررهه مااشش ما تقدرين تغيرين اسمك وانا مستحيل ابقى على نفس الاسم اكثر من شهر.,Rated 1 stars out of five stars,"April 24, 2022"
4027,haneen,م يشتغل معايا ؟!,Rated 2 stars out of five stars,"April 25, 2022"
4028,Anuphong sirisom,Nice 👍,Rated 5 stars out of five stars,"April 27, 2022"
4029,sam,I love,Rated 5 stars out of five stars,"May 4, 2022"
4030,"ebito ,con",Good,Rated 5 stars out of five stars,"April 29, 2022"
4031,Max Macrow,good,Rated 5 stars out of five stars,"April 26, 2022"
4032,Phillisha Aaron,Real 🙏🏽,Rated 5 stars out of five stars,"April 27, 2022"
4033,Selvie,Tangina mo,Rated 1 stars out of five stars,"April 24, 2022"
4034,Raneem,مايشتغلل,Rated 1 stars out of five stars,"April 29, 2022"
4035,Kailea,Ww,Rated 5 stars out of five stars,"April 27, 2022"
4036,aseel Yousef,معلققققق,Rated 1 stars out of five stars,"April 26, 2022"
4037,Mno,💗,Rated 5 stars out of five stars,"April 30, 2022"
4038,Jairah Jane Villestas,di ako makapag pic paki ayus po thankyou,Rated 1 stars out of five stars,"April 19, 2022"
4039,Hsseen Hsen,حولو لغت الجاهز انكليزي وراح يشتغل 👍🏻,Rated 5 stars out of five stars,"April 18, 2022"
4040,افراح,ما يشتغل معيي عدلو تطبيقكم ما يمدي اتهنى به لي شهرين و نص انتظر !!!,Rated 1 stars out of five stars,"April 18, 2022"
4041,K,ما يفتح لما احط رقمي ما يرضى يدخلني,Rated 1 stars out of five stars,"April 18, 2022"
4042,Maitha,خايس ما يشتغل هلى الانرويد,Rated 1 stars out of five stars,"April 19, 2022"
4043,loeloe winjie,"TE HINDI MAKAPAGLOG IN KAIBIGAN KO, PANGET TE DELETE MO YAN DI AKO NATUTUWA😔😔😔",Rated 1 stars out of five stars,"April 19, 2022"
4044,Zainab Salem,صلحوا التطبييق لناا مو بس للios بلييز,Rated 1 stars out of five stars,"April 19, 2022"
4045,Tahany Alnagi,اللي يشتكون ان التطبيق علق معهم حول لغة الجهاز للانجليزي وتقدر تسجل التطبيق ممتاز ويعمل,Rated 5 stars out of five stars,"April 21, 2022"
4046,teeba,ارجو حل المشكله لاا أستطيع أن اكتب اسمي,Rated 3 stars out of five stars,"April 18, 2022"
4047,تـايـهْـيـونـغِـيـه 𖤍.,بنات ترا يشتغل زين بس حولوه انجليزي علشان يميديكم تكتبون الرقم و اتمنى ساعدتكم😭😭,Rated 5 stars out of five stars,"April 18, 2022"
4048,"Abrera, Angelica G.",masaya lalo na pag kasama besties hehe,Rated 5 stars out of five stars,"April 22, 2022"
4049,narmen Saad AL hassn,لا تحملوه مش شغال بيضل يعلق,Rated 1 stars out of five stars,"April 19, 2022"
4050,hind mh,سيء جدا وله يومين معلق مو راضي يفتح الحساب,Rated 1 stars out of five stars,"April 20, 2022"
4051,جود الحربي,لا يعمل ، عندما اضع رقم هاتفي يرفضه,Rated 1 stars out of five stars,"April 20, 2022"
4052,أمير,اذا البرنامج كلج عدكم حول لغه جهازك انجليزي و يصير طبيعي🤩,Rated 5 stars out of five stars,"April 19, 2022"
4053,Ashley Nicole Abidog,Bulok putanginamk ayaw mag bigay ng code amp,Rated 1 stars out of five stars,"April 19, 2022"
4054,Jana Pakhit,اذا كان التطبيق ما يشتغل حول لغه الجهاز ل الإنجليزي.... وشكرا وعفوا😗✌,Rated 5 stars out of five stars,"April 18, 2022"
4055,Iya maglente,D nmn nag sesend ng verification code.,Rated 1 stars out of five stars,"April 20, 2022"
4056,rama,طبعا الي جوالهم اندرويد وماضبط روحوا حولوا لغه جوالكم للانقليزي وادخلوه ثاني مره وراح يضبط,Rated 5 stars out of five stars,"April 19, 2022"
4057,kit _ 9lilix,"🤝🏻⭐الي ما اشتغل معهم يحولو جوالهم انجليزي و بيضبط ""مجربة""⭐",Rated 5 stars out of five stars,"April 18, 2022"
4058,العنود سجدي,ليش لازم ب رقم ها مره قهر 💔💔💔💔,Rated 1 stars out of five stars,"April 19, 2022"
4059,amo .linverno,اللي مايشتغل عنده التطبيق يحول لغة فونه أنجليزي ويشتغل 💜,Rated 3 stars out of five stars,"April 20, 2022"
4060,leena AM,يقولي حظر جميع طلبات الجهاز بسبب نشاط غير عادي حاول مره اخرى مع اني دوبي محملته ☠️,Rated 1 stars out of five stars,"April 18, 2022"
4061,Zeena Hassan,Very successful 💗👌🏻,Rated 5 stars out of five stars,"April 19, 2022"
4062,دحدح القيعلط,لما احط الرقم مايرسلون لي كود,Rated 1 stars out of five stars,"April 20, 2022"
4063,KLZG,best app 👩🏻‍❤️‍💋‍👩🏻💖,Rated 5 stars out of five stars,"April 18, 2022"
4064,Emj Aringo,LITERALLY AMAZING!!!,Rated 5 stars out of five stars,"April 21, 2022"
4065,ROSSY kim,كيف اسوي تسجيل دخول اش يعني حطيت رقمي طلعلي علم بلاد ثانية و ما رضا يدخلني بأي طريقة اش اسوي,Rated 1 stars out of five stars,"April 18, 2022"
4066,Layan,It's nice,Rated 5 stars out of five stars,"April 21, 2022"
4067,sarah channel,So bad,Rated 1 stars out of five stars,"April 21, 2022"
4068,محمد القيسى,اول شخص حمله,Rated 4 stars out of five stars,"April 18, 2022"
4069,معاذ الاسمري,ما يشتغل، مسويلي حظر و انا توني محمله أساساً بس حطيت رقمي قال عطيناك بلوك عشان أشياء مشبوها 😐,Rated 1 stars out of five stars,"April 20, 2022"
4070,حلا 97,Trash,Rated 1 stars out of five stars,"April 19, 2022"
4071,Sabrina Di Yorio,Good app,Rated 5 stars out of five stars,"April 18, 2022"
4072,Sean McDaniel,Pretty cool,Rated 5 stars out of five stars,"April 20, 2022"
4073,Moheeb Khaleed,nice app,Rated 5 stars out of five stars,"April 18, 2022"
4074,Anna,So cool,Rated 5 stars out of five stars,"April 22, 2022"
4075,h e a r t m a h o r,Ang cute,Rated 4 stars out of five stars,"April 19, 2022"
4076,amal M,Nice,Rated 5 stars out of five stars,"April 18, 2022"
4077,Moha,Broken,Rated 1 stars out of five stars,"April 19, 2022"
4078,Kate Ki,cool,Rated 5 stars out of five stars,"April 19, 2022"
4079,Noah,Amazing,Rated 5 stars out of five stars,"April 18, 2022"
4080,izzat Zakaria,Nice,Rated 5 stars out of five stars,"April 19, 2022"
4081,Lana Fedle,Love it,Rated 5 stars out of five stars,"April 19, 2022"
4082,Jasiah Quinones,Love it,Rated 5 stars out of five stars,"April 19, 2022"
4083,Kirill Rashchupkin,Номер телефона не доступен,Rated 1 stars out of five stars,"April 19, 2022"
4084,1234,اذا ما اشتغل معاكم او طلعلكم خانة فيها last name وعلق عليها فغيرو لغة التلفون انجليزي بيشتغل، نفعت معي 🙂,Rated 3 stars out of five stars,"April 20, 2022"
4085,Za Ah,الي حاب يفتح عندة التطبيق حولوا لغة الهاتف انجليزي واعملوا تسجيل دخول ومن تنتهون رجعوا اللغة عربية وراح يفتح التطبيق بسرعة. وبس 🤝🫡,Rated 5 stars out of five stars,"April 21, 2022"
4086,vania,"(+) nambahin komen td, tolong dong bisa ngirim fotonya ke beda beda gituu, setiap org beda, soalnya ini ngirim 1 foto tp kekirim kesemuanya",Rated 5 stars out of five stars,"April 19, 2022"
4087,small things,التطبيق يشتغل ما بيه شيء بس غير لغة جهازك للانكليزي وبعد ما تسوي حساب تقدر ترجعها عربي ૮₍˶ᵔ ᵕ ᵔ˶₎ა .,Rated 5 stars out of five stars,"April 21, 2022"
4088,Banah Ahmed,😍😍👌🏻,Rated 5 stars out of five stars,"April 26, 2022"
4089,シاحبنفسي,م يشتغل,Rated 1 stars out of five stars,"April 19, 2022"
4090,Nicole Lacabe,ang panget po,Rated 1 stars out of five stars,"April 19, 2022"
4091,Zinghiro_,تطبيق فاشل جدا,Rated 1 stars out of five stars,"April 18, 2022"
4092,Huda Aloqayli,ما فتح لي,Rated 1 stars out of five stars,"April 18, 2022"
4093,Jalax,w app,Rated 5 stars out of five stars,"April 18, 2022"
4094,andres hernandez 1515,Just no,Rated 1 stars out of five stars,"April 21, 2022"
4095,Maybe salt,Not working,Rated 1 stars out of five stars,"April 22, 2022"
